timestamp,bus_id,student_id,distance,hour,day_of_week,traffic_condition,bus_speed,eta
2024-05-22 19:35:38,bus3,student39,24.58,6,5,medium,11.46,37.16
2024-08-29 00:47:06,bus6,student9,27.72,6,4,medium,55.67,9.77
2024-12-11 03:17:17,bus3,student52,42.04,20,0,medium,18.97,6.18
2024-06-16 00:12:00,bus9,student28,35.93,18,3,light,37.62,76.0
2024-02-10 09:11:17,bus7,student56,31.6,6,0,heavy,47.56,111.26
2024-11-16 19:23:39,bus4,student70,30.03,19,4,light,35.83,31.72
2024-12-12 04:55:24,bus1,student4,2.24,16,0,heavy,23.06,77.16
2024-07-17 06:00:25,bus8,student80,25.95,10,1,heavy,14.24,72.58
2024-10-03 18:39:22,bus9,student68,29.63,16,5,medium,57.16,75.98
2024-02-19 05:04:03,bus9,student86,9.6,10,0,light,32.55,116.03
2024-03-23 04:34:20,bus5,student48,28.78,17,0,light,53.45,26.22
2024-04-09 22:01:06,bus10,student42,45.69,15,6,medium,46.41,73.79
2024-03-05 18:52:13,bus9,student63,9.19,20,4,heavy,14.27,39.05
2024-09-15 08:09:08,bus9,student26,41.66,13,6,medium,21.68,99.08
2024-09-08 05:59:06,bus4,student61,35.01,14,6,light,47.3,87.46
2024-04-12 02:34:42,bus6,student50,37.78,9,2,heavy,51.78,108.38
2024-12-28 22:07:41,bus7,student34,44.4,10,0,heavy,58.4,84.51
2024-05-12 16:56:31,bus4,student99,32.31,13,3,medium,24.69,42.82
2024-05-22 23:11:02,bus10,student35,23.83,16,4,heavy,38.63,113.12
2024-01-05 06:34:02,bus4,student100,10.78,13,4,light,58.7,56.76
2024-03-18 07:13:23,bus3,student24,45.66,10,3,heavy,54.97,89.29
2024-01-28 15:47:49,bus3,student97,2.44,7,6,medium,44.62,30.57
2024-09-25 04:33:51,bus8,student87,8.76,18,3,heavy,36.18,67.45
2024-11-16 16:32:10,bus9,student20,43.58,12,4,heavy,19.83,73.67
2024-10-04 10:23:18,bus10,student37,46.99,12,4,heavy,29.85,11.58
2024-04-26 03:29:51,bus5,student36,21.97,12,4,light,25.22,90.32
2024-10-23 22:07:25,bus6,student74,46.56,8,3,light,38.39,117.0
2024-09-16 03:49:58,bus4,student71,18.04,6,4,heavy,23.6,50.56
2024-10-11 04:50:41,bus1,student43,16.3,13,5,medium,34.86,91.52
2024-05-05 15:47:48,bus6,student63,36.76,9,3,light,43.54,8.13
2024-10-05 14:51:35,bus2,student18,30.36,19,0,medium,10.83,38.86
2024-06-06 16:24:20,bus2,student47,7.65,11,3,light,57.35,31.35
2024-08-22 22:12:19,bus2,student80,37.31,17,5,heavy,14.81,53.86
2024-01-06 11:24:17,bus5,student30,28.77,6,3,light,35.3,48.89
2024-04-04 04:02:31,bus4,student4,48.15,14,4,light,16.19,105.96
2024-04-23 21:32:56,bus10,student45,6.07,13,0,heavy,16.65,78.5
2024-06-25 11:32:44,bus3,student97,0.94,8,6,light,50.06,22.87
2024-01-26 15:17:04,bus10,student84,17.82,6,3,medium,43.2,25.01
2024-09-12 01:44:59,bus5,student81,29.08,9,1,medium,40.37,9.75
2024-02-27 01:55:11,bus8,student44,11.4,15,0,heavy,40.39,13.31
2024-03-02 06:19:38,bus1,student24,6.35,18,5,heavy,45.28,49.15
2024-02-20 02:01:02,bus1,student8,47.17,18,6,light,59.77,70.59
2024-03-15 20:23:02,bus6,student92,4.88,18,5,medium,37.38,72.24
2024-03-02 05:47:28,bus8,student81,28.01,9,3,medium,13.77,12.29
2024-12-18 08:12:34,bus3,student31,0.52,11,5,light,25.16,96.68
2024-07-05 15:26:34,bus2,student16,36.82,11,1,light,37.0,51.9
2024-03-27 10:12:21,bus6,student90,46.75,7,1,medium,26.62,10.46
2024-10-22 10:48:20,bus3,student85,0.58,6,5,medium,52.91,90.04
2024-10-10 10:40:15,bus6,student89,25.01,17,6,medium,27.74,80.41
2024-12-02 23:20:35,bus2,student85,37.27,20,1,light,29.95,21.87
2024-11-05 02:06:54,bus1,student48,3.61,9,4,light,57.69,41.24
2024-07-27 18:01:04,bus6,student95,18.27,17,0,heavy,25.93,55.48
2024-06-02 19:29:11,bus6,student33,21.18,20,6,heavy,56.28,48.74
2024-01-05 13:27:44,bus3,student55,9.13,19,1,medium,13.98,104.22
2024-03-30 03:28:40,bus4,student15,4.18,8,6,heavy,38.19,109.62
2024-02-16 17:39:28,bus1,student17,36.48,15,1,heavy,28.62,32.41
2024-08-11 05:20:17,bus4,student76,21.08,18,3,heavy,55.34,104.95
2024-07-06 16:19:46,bus2,student97,16.75,8,1,light,16.82,33.7
2024-10-22 19:29:48,bus4,student100,40.01,8,5,medium,34.34,91.96
2024-11-05 00:43:01,bus9,student86,30.76,18,6,medium,48.96,29.96
2024-06-22 15:00:36,bus1,student86,11.11,11,2,medium,16.34,84.39
2024-05-25 15:13:05,bus1,student79,46.46,11,2,heavy,45.62,52.31
2024-06-06 19:42:08,bus9,student52,32.02,18,1,medium,57.25,55.85
2024-12-17 18:17:01,bus2,student44,49.04,12,4,light,35.19,8.79
2024-04-25 02:06:15,bus2,student78,39.78,7,1,light,52.77,53.26
2024-03-09 15:54:21,bus6,student78,5.44,11,6,heavy,59.19,92.74
2024-02-07 23:57:11,bus3,student71,8.68,19,0,light,55.81,116.86
2024-01-09 07:52:27,bus6,student62,24.5,13,2,heavy,20.46,41.83
2024-05-20 11:37:11,bus6,student80,32.8,7,6,light,43.67,24.54
2024-06-01 23:34:10,bus8,student78,34.38,17,0,light,45.29,23.92
2024-06-01 07:14:41,bus1,student40,34.01,10,6,heavy,17.13,10.34
2024-05-29 01:01:56,bus2,student32,6.76,18,2,light,59.36,51.7
2024-12-26 18:26:33,bus6,student78,40.47,16,3,heavy,11.82,78.46
2024-07-15 18:57:42,bus6,student53,26.83,12,2,light,40.9,37.35
2024-07-08 09:20:41,bus2,student77,32.55,14,6,medium,46.85,119.62
2024-03-08 18:10:08,bus3,student86,15.23,13,3,light,50.6,105.26
2024-06-26 19:40:07,bus5,student41,26.66,11,0,heavy,24.74,35.74
2024-08-16 05:54:26,bus6,student42,39.3,16,3,heavy,33.5,7.23
2024-03-30 20:14:56,bus3,student1,1.87,9,2,medium,52.19,91.29
2024-06-10 03:58:54,bus2,student29,19.99,7,1,light,25.09,51.95
2024-07-22 22:58:31,bus8,student34,18.03,11,3,medium,41.8,49.35
2024-07-31 14:01:50,bus1,student29,13.63,12,5,medium,47.42,50.93
2024-05-22 13:07:13,bus8,student26,49.23,11,4,light,53.66,102.89
2024-07-15 04:23:37,bus1,student60,24.74,20,1,heavy,16.91,84.17
2024-03-17 14:59:01,bus5,student38,16.42,14,2,medium,23.93,114.31
2024-07-15 14:44:36,bus5,student67,4.88,13,6,heavy,57.17,39.35
2024-07-10 20:41:28,bus5,student42,5.26,6,0,light,26.47,37.09
2024-07-15 18:54:45,bus8,student29,38.73,6,3,heavy,27.64,51.75
2024-02-02 16:29:27,bus6,student96,41.04,12,3,light,21.32,111.97
2024-10-24 19:44:36,bus8,student78,38.03,6,0,light,39.75,46.3
2024-09-12 07:47:36,bus10,student42,7.19,8,6,light,36.82,50.73
2024-12-24 03:20:12,bus9,student41,12.3,18,5,light,55.53,61.79
2024-02-16 21:29:43,bus9,student100,30.08,20,1,medium,47.02,38.88
2024-12-18 18:16:58,bus9,student79,1.26,15,0,heavy,40.54,55.46
2024-05-03 18:11:11,bus4,student25,40.36,17,4,heavy,30.25,109.07
2024-01-10 21:19:40,bus8,student91,17.03,6,6,medium,54.53,42.95
2024-09-29 06:10:55,bus5,student61,37.26,11,6,light,47.05,87.97
2024-12-21 11:26:20,bus5,student90,22.2,18,1,light,55.33,105.34
2024-01-26 15:33:08,bus9,student19,42.15,19,3,light,35.23,95.88
2024-04-27 10:16:37,bus10,student98,30.21,12,1,light,12.49,35.85
2024-06-17 07:22:56,bus4,student32,5.42,13,5,light,40.82,71.07
2024-02-08 02:28:35,bus10,student26,10.26,8,6,heavy,36.94,84.41
2024-08-03 23:35:03,bus8,student20,16.34,16,6,light,28.94,56.0
2024-07-29 13:57:23,bus8,student20,45.83,17,0,medium,15.0,109.95
2024-04-05 16:54:56,bus1,student35,42.78,11,3,light,26.78,40.46
2024-12-21 09:26:54,bus7,student59,32.9,16,2,heavy,32.98,57.23
2024-01-30 05:44:17,bus6,student53,14.07,18,6,heavy,34.04,58.47
2024-12-18 18:23:42,bus10,student91,33.68,16,1,heavy,38.81,106.47
2024-11-06 01:00:02,bus9,student74,25.88,12,4,heavy,22.62,102.98
2024-08-27 17:04:24,bus4,student77,9.34,16,1,light,24.42,69.18
2024-09-25 16:37:38,bus10,student95,43.69,13,2,light,30.75,65.62
2024-12-17 15:55:17,bus1,student14,31.2,9,5,medium,48.15,24.16
2024-07-05 03:52:53,bus7,student87,2.56,10,5,medium,24.17,68.68
2024-02-23 14:27:35,bus5,student93,39.41,9,1,light,54.02,13.62
2024-03-04 08:44:14,bus6,student98,6.61,8,3,light,37.17,91.17
2024-11-12 16:35:41,bus10,student40,35.62,17,2,medium,32.66,97.55
2024-05-10 23:19:31,bus6,student39,19.98,8,3,medium,20.82,100.69
2024-02-10 08:47:13,bus4,student26,48.86,15,6,light,24.46,29.45
2024-04-28 07:59:14,bus8,student24,4.58,6,6,heavy,45.7,73.25
2024-06-08 12:43:24,bus6,student34,25.3,8,2,medium,38.56,70.41
2024-02-02 00:47:24,bus10,student84,21.87,20,5,medium,29.37,26.08
2024-02-04 06:56:29,bus2,student62,0.76,17,2,light,24.02,97.3
2024-05-22 20:29:15,bus8,student33,42.13,7,6,medium,16.84,64.49
2024-07-14 03:23:56,bus1,student11,15.64,8,0,heavy,40.58,12.81
2024-05-31 20:50:22,bus10,student49,30.78,15,2,medium,19.88,5.02
2024-10-07 07:55:15,bus2,student38,16.24,10,1,medium,59.65,27.06
2024-10-23 21:29:07,bus9,student59,26.41,6,6,heavy,14.56,44.76
2024-01-26 03:55:22,bus2,student78,45.6,7,1,medium,53.1,96.23
2024-05-14 02:23:18,bus10,student58,27.63,6,0,medium,38.8,74.56
2024-07-27 17:53:16,bus8,student39,6.7,15,6,heavy,51.24,80.94
2024-12-07 23:40:59,bus9,student12,40.39,12,2,light,30.21,33.24
2024-01-13 03:15:17,bus2,student65,7.58,19,1,heavy,52.13,106.77
2024-12-17 14:44:03,bus3,student86,10.75,8,2,medium,47.5,117.92
2024-03-24 22:00:51,bus4,student91,14.83,16,0,light,52.05,40.64
2024-09-03 15:28:17,bus3,student36,37.9,13,4,heavy,25.96,95.03
2024-06-19 21:44:41,bus8,student58,33.49,19,3,medium,16.57,68.4
2024-09-24 11:35:53,bus10,student64,16.76,10,0,light,38.46,74.85
2024-01-05 19:09:30,bus6,student72,8.58,17,2,heavy,29.03,62.65
2024-09-17 16:04:24,bus3,student82,43.68,11,2,heavy,40.69,33.56
2024-01-10 00:12:36,bus8,student72,48.16,13,2,light,15.35,104.29
2024-08-03 20:39:32,bus1,student32,29.88,15,2,heavy,56.31,100.28
2024-07-12 12:34:05,bus7,student9,33.15,17,2,light,18.24,112.38
2024-07-16 21:03:28,bus6,student32,22.18,9,3,heavy,27.5,38.69
2024-11-24 04:42:57,bus10,student19,42.03,6,1,light,44.33,77.07
2024-11-30 01:21:17,bus1,student40,8.83,6,0,heavy,27.58,81.2
2024-08-03 16:08:35,bus6,student15,9.05,10,1,heavy,39.06,22.26
2024-08-17 06:59:08,bus1,student56,34.86,9,2,light,24.15,69.79
2024-06-25 23:57:45,bus3,student99,47.92,6,5,light,51.13,90.55
2024-06-05 05:57:21,bus9,student39,26.89,11,2,medium,35.13,105.85
2024-11-16 12:22:38,bus10,student55,35.27,13,4,heavy,33.36,32.73
2024-11-30 01:24:16,bus3,student80,11.68,13,4,medium,54.8,47.81
2024-04-24 21:14:00,bus7,student81,16.64,18,1,heavy,21.53,80.11
2024-08-22 21:07:08,bus7,student12,44.18,8,0,medium,37.92,70.62
2024-09-01 12:34:22,bus9,student8,1.74,15,6,heavy,11.44,94.8
2024-03-26 08:40:13,bus1,student92,39.62,14,6,medium,47.89,79.46
2024-09-29 13:09:49,bus5,student46,10.25,15,5,light,52.15,100.91
2024-10-30 18:54:30,bus5,student50,30.51,6,5,heavy,44.45,44.34
2024-06-22 08:13:29,bus6,student61,35.55,13,4,light,37.34,25.66
2024-12-05 08:32:23,bus9,student37,5.3,6,4,light,25.42,43.46
2024-09-10 23:38:19,bus7,student34,18.94,17,2,heavy,19.49,10.15
2024-08-23 17:29:52,bus2,student8,22.1,20,5,heavy,42.15,84.92
2024-05-27 19:00:08,bus2,student96,22.3,19,2,light,25.91,61.84
2024-04-17 19:51:51,bus5,student82,25.83,15,6,light,45.66,41.81
2024-04-08 19:37:50,bus4,student32,44.84,19,3,medium,22.14,56.63
2024-07-02 21:50:54,bus3,student82,49.34,9,6,light,13.6,36.63
2024-09-11 13:23:26,bus2,student71,18.64,6,0,light,27.32,29.22
2024-08-23 18:33:02,bus8,student65,11.21,17,0,light,40.68,39.49
2024-08-02 08:43:14,bus8,student86,42.05,10,2,light,33.4,119.07
2024-01-12 07:17:37,bus3,student10,3.09,10,5,heavy,25.72,17.61
2024-12-18 23:39:32,bus8,student69,27.13,14,0,light,51.55,72.49
2024-09-10 01:50:04,bus5,student46,47.16,6,5,light,54.86,65.51
2024-08-21 05:06:40,bus4,student21,41.49,20,6,heavy,27.12,36.17
2024-02-10 11:11:58,bus10,student72,27.8,13,2,light,32.56,102.09
2024-08-06 04:45:35,bus5,student40,11.24,17,4,heavy,30.07,21.45
2024-02-24 03:29:04,bus10,student58,15.68,6,4,light,48.73,92.62
2024-07-24 23:37:31,bus3,student3,5.97,10,0,light,26.41,5.6
2024-12-04 06:30:26,bus6,student100,36.86,14,1,light,29.4,119.74
2024-09-23 16:47:10,bus8,student15,25.2,14,3,medium,42.07,34.25
2024-06-28 20:38:51,bus7,student9,29.21,17,1,heavy,46.1,72.09
2024-06-26 02:45:00,bus3,student99,4.26,7,2,heavy,14.54,5.66
2024-08-03 21:22:27,bus10,student86,44.88,18,5,light,37.64,75.08
2024-10-13 17:11:30,bus4,student62,24.2,12,0,light,44.73,18.96
2024-05-05 15:50:03,bus8,student14,38.82,15,3,heavy,59.81,21.12
2024-06-17 18:36:15,bus7,student16,13.23,8,2,light,10.02,60.68
2024-07-08 20:04:36,bus3,student88,23.63,14,5,light,37.1,111.41
2024-11-06 00:51:41,bus10,student20,37.02,15,1,heavy,45.12,101.76
2024-05-11 11:09:51,bus1,student96,2.09,16,0,medium,19.64,9.93
2024-03-03 03:35:03,bus7,student49,20.62,17,6,medium,18.25,49.74
2024-12-12 02:42:37,bus4,student19,6.29,9,1,heavy,48.46,69.53
2024-09-29 15:40:45,bus10,student64,16.47,20,5,light,35.76,88.69
2024-04-02 05:44:31,bus8,student47,12.02,20,5,heavy,25.96,43.26
2024-07-26 00:18:35,bus9,student75,25.73,8,5,light,51.76,115.31
2024-05-13 08:30:25,bus5,student16,47.15,8,3,light,27.89,19.85
2024-04-17 05:11:21,bus1,student51,12.79,13,5,heavy,12.86,54.93
2024-04-10 20:15:37,bus4,student76,11.52,7,6,medium,20.6,25.6
2024-07-31 12:14:24,bus2,student28,43.54,19,5,heavy,37.88,91.03
2024-06-12 22:27:51,bus6,student53,49.86,9,2,medium,38.49,118.11
2024-08-16 09:06:02,bus6,student28,6.71,19,0,heavy,20.46,109.0
2024-07-20 21:25:39,bus8,student82,5.77,10,5,heavy,50.96,63.73
2024-12-31 11:14:58,bus4,student60,37.66,12,4,light,24.23,106.35
2024-10-28 09:49:27,bus6,student90,22.77,11,1,light,56.71,105.89
2024-09-27 08:52:29,bus4,student91,17.84,17,6,medium,48.12,22.66
2024-10-19 13:21:50,bus2,student20,8.12,11,2,heavy,50.03,43.34
2024-02-18 14:09:15,bus5,student61,42.81,8,1,heavy,13.8,96.24
2024-07-06 09:42:43,bus8,student56,25.37,20,5,heavy,33.16,19.83
2024-09-25 18:12:01,bus5,student31,1.22,19,5,medium,18.26,83.9
2024-09-03 02:36:13,bus3,student41,10.15,14,5,heavy,10.98,112.71
2024-12-03 00:05:37,bus6,student47,41.73,14,4,light,24.62,12.98
2024-02-03 01:26:58,bus8,student7,27.07,19,1,heavy,23.16,68.41
2024-06-15 09:03:50,bus9,student77,49.79,6,6,medium,13.73,62.74
2024-03-05 06:24:09,bus7,student79,46.07,12,1,medium,21.17,105.63
2024-07-08 09:22:09,bus3,student95,7.92,16,5,light,36.0,86.21
2024-09-12 19:51:47,bus9,student44,44.88,15,5,light,51.25,39.55
2024-12-29 15:15:49,bus10,student37,46.52,15,3,light,31.2,7.79
2024-02-25 08:53:14,bus1,student84,36.95,7,2,heavy,58.02,113.03
2024-11-19 10:51:21,bus4,student62,32.1,17,5,heavy,57.99,90.99
2024-01-04 11:06:21,bus10,student26,27.52,8,5,heavy,50.16,108.75
2024-11-16 12:23:21,bus6,student25,33.05,20,3,heavy,52.91,74.81
2024-11-11 18:43:04,bus8,student99,31.82,11,5,light,54.41,119.41
2024-12-18 04:00:18,bus5,student15,12.59,7,6,heavy,28.32,32.68
2024-07-12 15:28:46,bus7,student80,9.61,6,6,medium,21.11,71.21
2024-03-09 22:42:59,bus6,student45,1.63,7,2,light,51.4,34.53
2024-11-11 16:04:25,bus3,student31,40.59,9,2,medium,34.29,37.34
2024-10-24 07:54:33,bus5,student59,32.08,16,6,heavy,19.91,90.29
2024-07-18 09:54:08,bus10,student92,0.6,10,5,light,37.93,115.96
2024-03-11 08:59:54,bus10,student53,28.67,15,4,medium,47.41,10.97
2024-10-06 05:42:40,bus9,student65,21.81,15,1,medium,44.09,47.89
2024-07-09 12:11:50,bus8,student45,47.77,16,1,light,15.33,63.85
2024-05-02 16:22:10,bus6,student60,35.19,18,1,medium,24.93,93.94
2024-06-30 12:05:17,bus7,student61,33.54,20,4,light,48.87,26.3
2024-08-22 11:44:06,bus5,student21,25.97,11,4,heavy,17.6,116.09
2024-02-23 14:05:13,bus5,student9,34.92,10,0,medium,14.65,72.99
2024-01-13 06:32:11,bus3,student38,31.29,20,1,heavy,51.7,41.27
2024-06-17 06:38:06,bus8,student35,4.45,17,5,heavy,35.49,7.17
2024-10-12 09:45:31,bus5,student56,26.83,16,2,light,46.51,36.51
2024-07-30 18:35:58,bus4,student17,40.55,12,2,medium,30.6,60.69
2024-12-19 02:28:39,bus4,student80,9.52,7,2,heavy,33.42,75.47
2024-07-15 20:06:42,bus5,student14,46.15,10,6,heavy,26.78,71.74
2024-10-11 07:28:52,bus5,student81,42.36,7,3,light,29.05,62.16
2024-05-07 18:24:36,bus2,student76,3.69,9,0,medium,38.93,21.42
2024-08-23 10:25:31,bus4,student21,17.32,10,0,medium,43.85,69.19
2024-06-01 23:30:31,bus6,student74,19.86,6,4,medium,56.03,92.71
2024-03-15 21:48:41,bus7,student82,16.73,11,4,medium,53.13,97.94
2024-06-19 08:05:03,bus1,student58,32.35,19,6,light,22.09,21.18
2024-06-25 14:34:40,bus10,student83,49.78,8,0,light,27.86,55.2
2024-04-08 22:47:39,bus1,student79,5.92,15,3,medium,13.03,74.88
2024-11-03 09:36:59,bus7,student66,4.35,18,6,heavy,18.49,38.88
2024-07-23 09:24:31,bus4,student29,12.56,14,4,medium,23.51,17.43
2024-12-16 21:33:32,bus4,student60,4.35,15,4,medium,18.56,102.95
2024-05-21 14:48:06,bus6,student78,7.89,20,1,medium,29.48,107.85
2024-02-10 23:51:53,bus1,student6,41.68,17,6,light,55.39,8.35
2024-11-03 08:55:35,bus1,student66,3.94,7,6,light,16.05,40.08
2024-01-17 11:47:45,bus5,student31,23.38,20,5,light,29.43,104.06
2024-02-17 14:53:38,bus1,student67,39.31,7,0,heavy,41.18,66.65
2024-05-13 08:29:46,bus9,student33,19.26,8,5,heavy,59.08,65.67
2024-11-03 07:29:40,bus9,student17,4.9,20,5,medium,16.33,6.38
2024-10-22 01:36:16,bus8,student77,43.81,18,1,light,42.4,51.9
2024-10-12 11:35:18,bus5,student1,5.84,13,2,medium,38.96,119.51
2024-04-07 16:16:18,bus7,student46,44.94,15,6,heavy,59.87,81.47
2024-07-21 04:13:25,bus8,student67,18.28,16,4,medium,37.28,10.12
2024-02-05 16:51:57,bus5,student98,20.95,17,4,heavy,21.75,96.99
2024-01-30 22:31:30,bus9,student62,17.13,7,5,heavy,36.35,45.88
2024-08-13 16:30:35,bus2,student73,3.83,11,1,medium,51.47,99.99
2024-08-05 21:24:42,bus10,student80,28.13,20,6,light,54.72,99.31
2024-05-25 16:05:36,bus9,student49,30.1,16,1,light,31.72,27.0
2024-03-15 21:25:42,bus4,student85,18.47,17,1,medium,12.21,71.32
2024-01-06 09:27:17,bus7,student67,45.7,8,2,medium,15.24,32.04
2024-03-01 03:52:04,bus3,student7,11.35,16,1,medium,15.87,117.83
2024-06-18 23:35:32,bus7,student33,1.52,19,4,light,21.61,111.83
2024-11-02 05:00:29,bus4,student2,40.34,9,2,heavy,56.91,86.89
2024-10-03 12:15:07,bus4,student30,33.93,10,1,heavy,32.49,41.56
2024-09-29 05:13:34,bus4,student92,24.81,19,0,heavy,53.56,32.66
2024-05-25 19:53:52,bus3,student50,17.92,18,3,medium,57.65,17.79
2024-08-06 09:38:40,bus8,student89,1.28,14,5,heavy,54.61,55.09
2024-11-11 22:34:00,bus7,student73,23.78,7,3,heavy,28.24,41.3
2024-07-08 11:52:07,bus3,student98,41.56,9,0,light,40.66,49.7
2024-03-03 03:29:13,bus7,student77,26.35,20,2,light,16.26,66.23
2024-01-10 06:06:42,bus4,student84,27.14,13,1,light,59.24,61.45
2024-04-04 23:51:37,bus5,student83,27.71,19,6,heavy,48.13,42.8
2024-05-28 15:53:15,bus6,student61,33.29,20,2,medium,45.73,30.4
2024-12-19 22:36:56,bus1,student10,19.26,18,5,light,56.82,90.19
